,co2_mean,ch4_mean,co2_mean_fit,ch4_mean_fit
350,377.51,1774.58,368.1802062988281,451.3378601074219
351,375.71,1769.87,368.2783203125,452.0249938964844
350,377.51,1774.58,367.8946228027344,453.8226623535156
351,375.71,1769.87,368.1802062988281,451.3378601074219
352,374.39,1778.14,368.2782897949219,452.0249938964844
351,375.71,1769.87,367.8946228027344,453.8226623535156
352,374.39,1778.14,368.1802062988281,451.3378601074219
353,374.71,1790.72,368.27825927734375,452.0249938964844
352,374.39,1778.14,367.8946228027344,453.8226013183594
353,374.71,1790.72,368.18017578125,451.33782958984375
354,376.41,1800.58,368.27825927734375,452.0249938964844
353,374.71,1790.72,367.8946533203125,453.8226318359375
354,376.41,1800.58,368.18017578125,451.33782958984375
355,377.77,1796.64,368.27825927734375,452.0249938964844
354,376.41,1800.58,367.8946533203125,453.8226013183594
355,377.77,1796.64,368.1802062988281,451.3378601074219
356,378.74,1788.51,368.27825927734375,452.0249938964844
355,377.77,1796.64,367.8946533203125,453.8226318359375
356,378.74,1788.51,368.1802062988281,451.3378601074219
357,380.36,1796.19,368.2782897949219,452.0249938964844
356,378.74,1788.51,367.8946533203125,453.8226318359375
357,380.36,1796.19,368.1802062988281,451.3378601074219
358,381.91,1802.73,368.2783203125,452.0249938964844
357,380.36,1796.19,367.8946533203125,453.8226318359375
358,381.91,1802.73,368.1802062988281,451.3378601074219
359,382.31,1791.27,368.2782897949219,452.0249938964844
358,381.91,1802.73,367.8946533203125,453.8226318359375
359,382.31,1791.27,368.1802062988281,451.3378601074219
360,382.65,1780.96,368.2783203125,452.0249938964844
359,382.31,1791.27,367.8946533203125,453.8226318359375
360,382.65,1780.96,368.18023681640625,451.3378601074219
361,382.4,1779.99,368.2783203125,452.0250244140625
360,382.65,1780.96,367.8946533203125,453.8226318359375
361,382.4,1779.99,368.18023681640625,451.3378601074219
362,380.94,1771.3,368.2783203125,452.0250244140625
361,382.4,1779.99,367.8946533203125,453.8226318359375
362,380.94,1771.3,368.1802062988281,451.3378601074219
363,378.79,1766.54,368.2783203125,452.0249938964844
362,380.94,1771.3,367.8946533203125,453.8226318359375
363,378.79,1766.54,368.18023681640625,451.3378601074219
364,376.96,1787.19,368.2783203125,452.0250244140625
363,378.79,1766.54,367.8946533203125,453.8226318359375
364,376.96,1787.19,368.1802062988281,451.3378601074219
365,377.22,1806.13,368.2783203125,452.0249938964844
364,376.96,1787.19,367.8946533203125,453.8226318359375
365,377.22,1806.13,368.1802062988281,451.3378601074219
366,378.83,1803.2,368.2782897949219,452.0249938964844
365,377.22,1806.13,367.8946533203125,453.8226318359375
366,378.83,1803.2,368.1802062988281,451.3378601074219
367,380.27,1798.28,368.2783203125,452.0249938964844
366,378.83,1803.2,367.8946533203125,453.8226318359375
367,380.27,1798.28,368.1802062988281,451.3378601074219
368,381.4,1794.48,368.2783203125,452.0249938964844
367,380.27,1798.28,367.8946533203125,453.8226318359375
368,381.4,1794.48,368.18023681640625,451.3378601074219
369,382.1,1785.95,368.2783203125,452.0250244140625
368,381.4,1794.48,367.8946533203125,453.8226623535156
369,382.1,1785.95,368.1802062988281,451.3378601074219
370,383.01,1786.12,368.2783203125,452.0250244140625
369,382.1,1785.95,367.8946533203125,453.8226623535156
370,383.01,1786.12,368.18023681640625,451.3378601074219
371,384.91,1800.63,368.2783203125,452.0250549316406
370,383.01,1786.12,367.8946533203125,453.8226318359375
371,384.91,1800.63,368.1802062988281,451.3378601074219
372,385.6,1798.44,368.2783203125,452.0249938964844
371,384.91,1800.63,367.8946533203125,453.8226623535156
372,385.6,1798.44,368.18023681640625,451.3378601074219
373,384.24,1779.59,368.2783203125,452.0250549316406
372,385.6,1798.44,367.8946533203125,453.8226623535156
373,384.24,1779.59,368.18023681640625,451.3378601074219
374,382.46,1765.35,368.2783203125,452.0250549316406
373,384.24,1779.59,367.8946533203125,453.8226623535156
374,382.46,1765.35,368.18023681640625,451.3378601074219
375,380.23,1762.23,368.2783203125,452.0250549316406
374,382.46,1765.35,367.8946533203125,453.8226623535156
375,380.23,1762.23,368.18023681640625,451.3378601074219
376,378.89,1775.45,368.2783203125,452.0250549316406
375,380.23,1762.23,367.8946533203125,453.8226623535156
376,378.89,1775.45,368.18023681640625,451.3378601074219
377,379.31,1788.47,368.2783203125,452.0250244140625
376,378.89,1775.45,367.8946533203125,453.8226318359375
377,379.31,1788.47,368.1802062988281,451.3378601074219
378,380.59,1791.53,368.2783203125,452.0250244140625
377,379.31,1788.47,367.8946533203125,453.8226623535156
378,380.59,1791.53,368.18023681640625,451.3378601074219
379,382.0,1794.53,368.2783203125,452.0250549316406
378,380.59,1791.53,367.8946533203125,453.8226623535156
379,382.0,1794.53,368.18023681640625,451.3378601074219
380,383.47,1799.2,368.2783203125,452.0250549316406
379,382.0,1794.53,367.8946533203125,453.8226623535156
380,383.47,1799.2,368.18023681640625,451.3378601074219
381,384.63,1802.71,368.2783203125,452.0250549316406
380,383.47,1799.2,367.8946533203125,453.8226623535156
381,384.63,1802.71,368.18023681640625,451.3378601074219
382,385.6,1802.55,368.2783203125,452.0250549316406
381,384.63,1802.71,367.8946533203125,453.8226623535156
382,385.6,1802.55,368.18023681640625,451.3378601074219
383,386.7,1801.63,368.2783203125,452.0250549316406
382,385.6,1802.55,367.8946533203125,453.8226623535156
383,386.7,1801.63,368.1802062988281,451.3378601074219
384,387.1,1795.34,368.2783203125,452.0250549316406
383,386.7,1801.63,367.8946838378906,453.8226623535156
384,387.1,1795.34,368.1802062988281,451.337890625
385,386.53,1781.28,368.2783203125,452.0250549316406
384,387.1,1795.34,367.8946533203125,453.8226623535156
385,386.53,1781.28,368.18023681640625,451.3379211425781
386,384.75,1771.37,368.2783203125,452.0250549316406
385,386.53,1781.28,367.8946533203125,453.8226623535156
386,384.75,1771.37,368.18023681640625,451.337890625
387,381.86,1779.02,368.2783203125,452.0250549316406
386,384.75,1771.37,367.8946533203125,453.8226623535156
387,381.86,1779.02,368.18023681640625,451.337890625
388,380.53,1793.69,368.2783203125,452.0250549316406
387,381.86,1779.02,367.8946533203125,453.8226623535156
388,380.53,1793.69,368.18023681640625,451.3378601074219
389,381.37,1801.88,368.2783203125,452.0250549316406
388,380.53,1793.69,367.8946533203125,453.8226623535156
389,381.37,1801.88,368.18023681640625,451.3378601074219
390,382.86,1803.4,368.2783203125,452.0250549316406
389,381.37,1801.88,367.8946533203125,453.8226623535156
390,382.86,1803.4,368.18023681640625,451.3378601074219
391,384.29,1805.05,368.2783203125,452.0250549316406
390,382.86,1803.4,367.8946533203125,453.8226623535156
391,384.29,1805.05,368.18023681640625,451.337890625
392,385.76,1809.46,368.2783203125,452.0250549316406
391,384.29,1805.05,367.8946533203125,453.8226623535156
392,385.76,1809.46,368.18023681640625,451.3379211425781
393,385.94,1803.08,368.2783203125,452.0250549316406
392,385.76,1809.46,367.8946533203125,453.8226623535156
393,385.94,1803.08,368.18023681640625,451.3379211425781
394,385.8,1792.28,368.2783203125,452.0250549316406
393,385.94,1803.08,367.8946533203125,453.8226623535156
394,385.8,1792.28,368.18023681640625,451.3379211425781
395,387.28,1792.09,368.2783203125,452.0250549316406
394,385.8,1792.28,367.8946533203125,453.8226623535156
395,387.28,1792.09,368.18023681640625,451.3379211425781
396,388.93,1796.1,368.2783203125,452.0250549316406
395,387.28,1792.09,367.8946533203125,453.8226623535156
396,388.93,1796.1,368.18023681640625,451.3379211425781
397,388.69,1791.24,368.2783203125,452.0250549316406
396,388.93,1796.1,367.8946533203125,453.8226623535156
397,388.69,1791.24,368.18023681640625,451.3379211425781
398,386.88,1782.38,368.2783203125,452.0250549316406
397,388.69,1791.24,367.8946533203125,453.82269287109375
398,386.88,1782.38,368.18023681640625,451.3379211425781
399,384.47,1779.48,368.2783203125,452.0250549316406
398,386.88,1782.38,367.8946533203125,453.8226623535156
399,384.47,1779.48,368.18023681640625,451.3379211425781
400,383.0,1794.5,368.2783203125,452.0250549316406
399,384.47,1779.48,367.8946533203125,453.8226623535156
400,383.0,1794.5,368.18023681640625,451.3379211425781
401,383.12,1813.67,368.2783203125,452.0250549316406
400,383.0,1794.5,367.8946533203125,453.8226623535156
401,383.12,1813.67,368.18023681640625,451.3378601074219
402,384.34,1811.98,368.2783203125,452.0250549316406
401,383.12,1813.67,367.8946533203125,453.8226623535156
402,384.34,1811.98,368.18023681640625,451.3379211425781
403,385.88,1812.3,368.2783203125,452.0250549316406
402,384.34,1811.98,367.8946533203125,453.82269287109375
403,385.88,1812.3,368.18023681640625,451.3379211425781
404,387.2,1816.17,368.2783203125,452.0250549316406
403,385.88,1812.3,367.8946533203125,453.82269287109375
404,387.2,1816.17,368.18023681640625,451.3379211425781
405,387.95,1814.83,368.2783203125,452.0250549316406
404,387.2,1816.17,367.8946533203125,453.82269287109375
405,387.95,1814.83,368.18023681640625,451.3379211425781
406,388.63,1815.18,368.2783203125,452.0250549316406
405,387.95,1814.83,367.8946533203125,453.82269287109375
406,388.63,1815.18,368.18023681640625,451.3379211425781
407,389.56,1807.02,368.2783203125,452.0250549316406
406,388.63,1815.18,367.8946533203125,453.82269287109375
407,389.56,1807.02,368.18023681640625,451.3379211425781
408,390.34,1802.81,368.2783203125,452.0250549316406
407,389.56,1807.02,367.8946533203125,453.82269287109375
408,390.34,1802.81,368.18023681640625,451.3379211425781
409,389.75,1806.17,368.2783203125,452.0250549316406
408,390.34,1802.81,367.8946533203125,453.82269287109375
409,389.75,1806.17,368.18023681640625,451.3379211425781
410,387.92,1794.24,368.2783203125,452.0250549316406
409,389.75,1806.17,367.8946533203125,453.82269287109375
410,387.92,1794.24,368.18023681640625,451.3379211425781
411,386.06,1788.16,368.2783203125,452.0250549316406
410,387.92,1794.24,367.8946533203125,453.82269287109375
411,386.06,1788.16,368.18023681640625,451.3379211425781
412,384.64,1801.79,368.2783203125,452.0250549316406
411,386.06,1788.16,367.8946533203125,453.82269287109375
412,384.64,1801.79,368.18023681640625,451.3379211425781
413,384.79,1811.51,368.2783203125,452.0250549316406
412,384.64,1801.79,367.8946533203125,453.82269287109375
413,384.79,1811.51,368.18023681640625,451.3379211425781
414,386.19,1814.76,368.2783203125,452.0250549316406
413,384.79,1811.51,367.8946533203125,453.82269287109375
414,386.19,1814.76,368.18023681640625,451.3379211425781
415,387.71,1815.46,368.2783203125,452.0250549316406
414,386.19,1814.76,367.8946838378906,453.8226623535156
415,387.71,1815.46,368.18023681640625,451.3379211425781
416,388.79,1810.92,368.2783203125,452.0250549316406
415,387.71,1815.46,367.8946838378906,453.8226623535156
416,388.79,1810.92,368.18023681640625,451.3379211425781
417,389.91,1817.98,368.2783203125,452.0250549316406
416,388.79,1810.92,367.8946533203125,453.82269287109375
417,389.91,1817.98,368.18023681640625,451.3379211425781
418,391.27,1821.15,368.2783203125,452.0250549316406
417,389.91,1817.98,367.8946533203125,453.82269287109375
418,391.27,1821.15,368.18023681640625,451.3379211425781
419,392.79,1817.99,368.2783203125,452.0250549316406
418,391.27,1821.15,367.8946533203125,453.82269287109375
419,392.79,1817.99,368.18023681640625,451.3379211425781
420,393.57,1816.61,368.2783203125,452.0250549316406
419,392.79,1817.99,367.8946533203125,453.82269287109375
420,393.57,1816.61,368.18023681640625,451.3379211425781
421,392.45,1803.02,368.2783203125,452.0250549316406
420,393.57,1816.61,367.8946533203125,453.82269287109375
421,392.45,1803.02,368.18023681640625,451.3379211425781
422,390.27,1793.49,368.2783203125,452.0250549316406
421,392.45,1803.02,367.8946533203125,453.82269287109375
422,390.27,1793.49,368.18023681640625,451.3379211425781
423,388.17,1800.69,368.2783203125,452.0250549316406
422,390.27,1793.49,367.8946533203125,453.82269287109375
423,388.17,1800.69,368.18023681640625,451.3379211425781
424,386.74,1810.5,368.2783203125,452.0250549316406
423,388.17,1800.69,367.8946533203125,453.82269287109375
424,386.74,1810.5,368.18023681640625,451.3379211425781
425,387.39,1826.33,368.2783203125,452.0250549316406
424,386.74,1810.5,367.8946533203125,453.82269287109375
425,387.39,1826.33,368.18023681640625,451.3379211425781
426,388.74,1830.62,368.2783203125,452.0250549316406
425,387.39,1826.33,367.8946533203125,453.82269287109375
426,388.74,1830.62,368.18023681640625,451.3379211425781
427,390.23,1821.1,368.2783203125,452.0250549316406
426,388.74,1830.62,367.8946533203125,453.82269287109375
427,390.23,1821.1,368.18023681640625,451.3379211425781
428,391.74,1823.73,368.2783203125,452.0250549316406
427,390.23,1821.1,367.8946533203125,453.82269287109375
428,391.74,1823.73,368.18023681640625,451.3379211425781
429,392.32,1819.8,368.2783203125,452.0250549316406
428,391.74,1823.73,367.8946533203125,453.82269287109375
429,392.32,1819.8,368.18023681640625,451.3379211425781
430,392.82,1815.38,368.2783203125,452.0250549316406
429,392.32,1819.8,367.8946533203125,453.82269287109375
430,392.82,1815.38,368.18023681640625,451.3379211425781
431,393.88,1815.97,368.2783203125,452.0250549316406
430,392.82,1815.38,367.8946533203125,453.82269287109375
431,393.88,1815.97,368.1802673339844,451.3379211425781
432,394.46,1811.63,368.2783203125,452.0250549316406
431,393.88,1815.97,367.8946533203125,453.82269287109375
432,394.46,1811.63,368.1802673339844,451.3379211425781
433,393.99,1810.19,368.2783203125,452.0250549316406
432,394.46,1811.63,367.8946533203125,453.82269287109375
433,393.99,1810.19,368.18023681640625,451.3379211425781
434,392.54,1803.07,368.2783203125,452.0250549316406
433,393.99,1810.19,367.8946533203125,453.82269287109375
434,392.54,1803.07,368.18023681640625,451.3379211425781
435,390.15,1799.99,368.2783203125,452.0250549316406
434,392.54,1803.07,367.8946533203125,453.82269287109375
435,390.15,1799.99,368.18023681640625,451.3379211425781
436,388.78,1813.01,368.2783203125,452.0250549316406
435,390.15,1799.99,367.8946533203125,453.82269287109375
436,388.78,1813.01,368.18023681640625,451.3379211425781
437,389.33,1823.82,368.2783203125,452.0250549316406
436,388.78,1813.01,367.8946533203125,453.82269287109375
437,389.33,1823.82,368.1802673339844,451.3379211425781
438,390.64,1827.53,368.2783203125,452.0250549316406
437,389.33,1823.82,367.8946533203125,453.82269287109375
438,390.64,1827.53,368.18023681640625,451.3379211425781
439,392.34,1831.73,368.2783203125,452.0250549316406
